"Station Name","PETERBOROUGH"
"Province","ONTARIO"
"Latitude","44.28"
"Longitude","-78.32"
"Elevation","193.50"
"Climate Identifier","6166416"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"B","More than one occurrence and estimated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"","Data for this day has undergone only preliminary quality checking"
"","Partner data that is not subject to review by the National Climate Archives"

"Month","Day","Average Max. Temp. (°C)","Average Min. Temp. (°C)","Frequency of Precip. (%)","Highest Temp. (°C)","Highest Temp.Year","Highest Temp. Period","Highest Temp. Data Quality","Lowest Temp. (°C)","Lowest Temp. Year","Lowest Temp. Period","Lowest Temp. Data Quality","Greatest Precip. (mm)","Greatest Precip. Year","Greatest Precip. Period","Greatest Precip. Data Quality","Greatest Rainfall (mm)","Greatest Rainfall Year","Greatest Rainfall Period","Greatest Rainfall Data Quality","Greatest Snowfall (cm)","Greatest Snowfall Year","Greatest Snowfall Period","Greatest Snowfall Data Quality","Most Snow on the Ground (cm)","Most Snow on the Ground Year","Most Snow on the Ground Period","Most Snow on the Ground Data Quality"
"1","1","","","","6.7","1872","1867-1970",,"-28.3","1947","1867-1970",,"16.8","1868","1867-1970",,"11.2","1955","1867-1970",,"16.8","1868","1867-1970",,"","","-",
"1","2","","","","7.2","1897","1867-1970",,"-27.2","1922","1867-1970",,"16.0","1937","1867-1970",,"7.9","1937","1867-1970",,"12.2","1932","1867-1970",,"","","-",
"1","3","","","","11.1","1950","1867-1970",,"-30.6","1887","1867-1970",,"23.9","1873","1867-1970",,"18.0","1951","1867-1970",,"23.9","1873","1867-1970",,"","","-",
"1","4","","","","12.8","1950","1867-1970",,"-31.1","1871","1867-1970",,"26.7","1899","1867-1970",,"26.7","1899","1867-1970",,"12.7","1922","1867-1970",,"","","-",
"1","5","","","","12.8","1874","1867-1970",,"-32.2","1904","1867-1970",,"33.0","1929","1867-1970",,"33.0","1929","1867-1970",,"13.5","1940","1867-1970",,"","","-",
"1","6","","","","12.2","1946","1868-1970",,"-33.9","1945","1868-1970",,"12.7","1969","1867-1970",,"10.7","1932","1867-1970",,"12.7","1969","1867-1970",,"","","-",
"1","7","","","","8.9","1946","1867-1970",,"-32.2","1871","1867-1970",,"35.6","1905","1867-1970",,"22.1","1874","1867-1970",,"35.6","1905","1867-1970",,"","","-",
"1","8","","","","10.0","1928","1867-1970",,"-30.0","1968","1867-1970",,"27.7","1937","1867-1970",,"27.7","1937","1867-1970",,"19.1","1948","1867-1970",,"","","-",
"1","9","","","","11.1","1937","1867-1970",,"-34.4","1968","1867-1970",,"38.1","1912","1867-1970",,"12.7","1946","1867-1970",,"38.1","1912","1867-1970",,"","","-",
"1","10","","","","8.3","1950","1867-1970",,"-32.8","1945","1867-1970",,"20.3","1886","1867-1970",,"18.5","1950","1867-1970",,"20.3","1886","1867-1970",,"","","-",
"1","11","","","","7.8","1933","1867-1970",,"-32.8","1893","1867-1970",,"23.9","1878","1867-1970",,"23.9","1878","1867-1970",,"15.2","1902","1867-1970",,"","","-",
"1","12","","","","7.2","1932","1867-1970",,"-33.3","1886","1867-1970",,"27.9","1903","1867-1970",,"14.5","1885","1867-1970",,"27.9","1903","1867-1970",,"","","-",
"1","13","","","","12.8","1950","1868-1970",,"-35.6","1914","1868-1970",,"27.2","1937","1867-1970",,"27.2","1937","1867-1970",,"17.8","1918","1867-1970",,"","","-",
"1","14","","","","13.3","1932","1867-1970",,"-33.3","1914","1867-1970",,"28.7","1940","1867-1970",,"25.7","1899","1867-1970",,"13.5","1946","1867-1970",,"","","-",
"1","15","","","","7.8","1952","1867-1970",,"-32.8","1893","1867-1970",,"15.0","1871","1867-1970",,"14.0","1871","1867-1970",,"9.9","1940","1867-1970",,"","","-",
"1","16","","","","8.9","1873","1867-1970",,"-32.2","1920","1867-1970",,"24.4","1924","1867-1970",,"18.0","1924","1867-1970",,"15.2","1906","1867-1970",,"","","-",
"1","17","","","","7.2","1913","1867-1970",,"-30.0","1923","1867-1970",,"18.8","1870","1867-1970",,"18.8","1870","1867-1970",,"12.7","1920","1867-1970",,"","","-",
"1","18","","","","7.2","1952","1867-1970",,"-34.4","1887","1867-1970",,"20.8","1926","1867-1970",,"20.8","1926","1867-1970",,"14.0","1930","1867-1970",,"","","-",
"1","19","","","","11.1","1933","1867-1970",,"-35.0","1887","1867-1970",,"18.8","1929","1867-1970",,"18.8","1929","1867-1970",,"7.6","1905","1867-1970",,"","","-",
"1","20","","","","7.8","1907","1868-1970",,"-36.7","1892","1868-1970",,"18.8","1947","1868-1970",,"18.8","1947","1867-1970",,"10.2","1914","1868-1970",,"","","-",
"1","21","","","","10.0","1906","1867-1970",,"-30.6","1893","1867-1970",,"20.3","1886","1868-1970",,"14.7","1910","1867-1970",,"20.3","1886","1868-1970",,"","","-",
"1","22","","","","12.2","1906","1867-1970",,"-31.7","1970","1867-1970",,"66.0","1902","1867-1970",,"23.6","1909","1867-1970",,"66.0","1902","1867-1970",,"","","-",
"1","23","","","","11.1","1906","1867-1970",,"-34.4","1871","1867-1970",,"14.0","1965","1867-1970",,"13.7","1909","1867-1970",,"14.0","1965","1867-1970",,"","","-",
"1","24","","","","7.8","1953","1867-1970",,"-36.1","1882","1867-1970",,"24.1","1896","1867-1970",,"17.3","1937","1867-1970",,"12.7","1896","1867-1970",,"","","-",
"1","25","","","","13.3","1967","1867-1970",,"-31.7","1884","1867-1970",,"15.2","1915","1867-1970",,"3.8","1900","1867-1970",,"15.2","1915","1867-1970",,"","","-",
"1","26","","","","14.4","1950","1867-1970",,"-31.7","1912","1867-1970",,"25.4","1882","1867-1970",,"25.4","1882","1867-1970",,"15.2","1898","1867-1970",,"","","-",
"1","27","","","","8.3","1914","1868-1970",,"-33.3","1924","1868-1970",,"15.2","1882","1867-1970",,"15.2","1882","1867-1970",,"14.0","1954","1867-1970",,"","","-",
"1","28","","","","10.0","1916","1867-1970",,"-37.8","1925","1867-1970",,"13.5","1874","1867-1970",,"12.7","1968","1867-1970",,"13.5","1874","1867-1970",,"","","-",
"1","29","","","","8.9","1914","1867-1970",,"-32.8","1873","1867-1970",,"12.7","1947","1867-1970",,"7.6","1887","1867-1970",,"12.7","1947","1867-1970",,"","","-",
"1","30","","","","8.9","1914","1867-1970",,"-33.9","1908","1867-1970",,"20.1","1939","1867-1970",,"12.2","1924","1867-1970",,"20.1","1939","1867-1970",,"","","-",
"1","31","","","","9.4","1916","1867-1970",,"-33.3","1920","1867-1970",,"17.8","1881","1867-1970",,"14.0","1916","1867-1970",,"17.8","1881","1867-1970",,"","","-",
"2","1","","","","5.6","1970","1867-1970",,"-29.4","1948","1867-1970",,"22.9","1895","1867-1970",,"13.7","1968","1867-1970",,"22.9","1895","1867-1970",,"","","-",
"2","2","","","","7.2","1927","1867-1970",,"-33.9","1962","1867-1970",,"16.3","1922","1867-1970",,"12.4","1922","1867-1970",,"15.2","1892","1867-1970",,"","","-",
"2","3","","","","6.7","1914","1868-1970",,"-30.6","1868","1868-1970",,"12.7","1910","1867-1970",,"4.3","1952","1867-1970",,"12.7","1910","1867-1970",,"","","-",
"2","4","","","","5.6","1873","1867-1970",,"-33.9","1908","1867-1970",,"27.9","1901","1867-1970",,"5.3","1952","1867-1970",,"27.9","1901","1867-1970",,"","","-",
"2","5","","","","6.1","1909","1867-1970",,"-33.9","1918","1867-1970",,"31.2","1938","1867-1970",,"31.2","1938","1867-1970",,"16.5","1965","1867-1970",,"","","-",
"2","6","","","","8.3","1909","1867-1970",,"-33.9","1895","1867-1970",,"31.0","1897","1867-1970",,"27.2","1896","1867-1970",,"16.5","1872","1867-1970",,"","","-",
"2","7","","","","8.3","1878","1867-1970",,"-27.8","1910","1867-1970",,"26.7","1942","1867-1970",,"10.2","1904","1867-1970",,"26.7","1942","1867-1970",,"","","-",
"2","8","","","","12.8","1925","1867-1970",,"-35.6","1934","1867-1970",,"18.3","1937","1867-1970",,"18.3","1937","1867-1970",,"11.2","1941","1867-1970",,"","","-",
"2","9","","","","10.6","1925","1867-1970",,"-34.4","1934","1867-1970",,"18.0","1965","1867-1970",,"18.0","1965","1867-1970",,"15.2","1894","1867-1970",,"","","-",
"2","10","","","","8.9","1966","1868-1970",,"-34.4","1912","1868-1970",,"22.4","1960","1867-1970",,"22.4","1960","1867-1970",,"14.0","1924","1867-1970",,"","","-",
"2","11","","","","11.1","1880","1867-1970",,"-32.2","1910","1867-1970",,"13.0","1932","1867-1970",,"13.0","1932","1867-1970",,"12.7","1887","1867-1970",,"","","-",
"2","12","","","","8.9","1965","1867-1970",,"-32.8","1914","1867-1970",,"15.7","1932","1867-1970",,"15.7","1932","1867-1970",,"11.4","1910","1867-1970",,"","","-",
"2","13","","","","11.1","1882","1867-1970",,"-30.0","1885","1867-1970",,"15.2","1882","1867-1970",,"15.2","1882","1867-1970",,"14.0","1936","1867-1970",,"","","-",
"2","14","","","","9.4","1946","1867-1970",,"-34.4","1943","1867-1970",,"15.2","1886","1867-1970",,"12.7","1886","1867-1970",,"15.2","1892","1867-1970",,"","","-",
"2","15","","","","10.6","1954","1867-1970",,"-33.9","1943","1867-1970",,"32.3","1908","1867-1970",,"25.9","1908","1867-1970",,"16.3","1886","1867-1970",,"","","-",
"2","16","","","","11.7","1921","1867-1970",,"-30.0","1905","1867-1970",,"18.3","1954","1867-1970",,"15.2","1942","1867-1970",,"18.3","1954","1867-1970",,"","","-",
"2","17","","","","10.0","1921","1868-1970",,"-38.9","1896","1868-1970",,"13.0","1938","1867-1970",,"13.0","1938","1867-1970",,"12.7","1893","1867-1970",,"","","-",
"2","18","","","","8.3","1949","1867-1970",,"-31.1","1896","1867-1970",,"21.3","1871","1867-1970",,"11.9","1871","1867-1970",,"12.7","1962","1867-1970",,"","","-",
"2","19","","","","10.0","1954","1867-1970",,"-27.8","1905","1867-1970",,"16.5","1939","1867-1970",,"13.2","1918","1867-1970",,"16.5","1939","1867-1970",,"","","-",
"2","20","","","","10.0","1930","1867-1970",,"-28.9","1934","1867-1970",,"33.0","1927","1867-1970",,"5.3","1884","1867-1970",,"33.0","1927","1867-1970",,"","","-",
"2","21","","","","11.1","1953","1867-1970",,"-27.8","1907","1867-1970",,"20.3","1898","1867-1970",,"17.8","1945","1867-1970",,"20.3","1898","1867-1970",,"","","-",
"2","22","","","","8.3","1937","1867-1970",,"-28.9","1907","1867-1970",,"44.5","1878","1867-1970",,"44.5","1878","1867-1970",,"40.6","1900","1867-1970",,"","","-",
"2","23","","","","8.3","1906","1867-1970",,"-26.7","1914","1867-1970",,"33.8","1909","1867-1970",,"33.8","1909","1867-1970",,"23.4","1869","1867-1970",,"","","-",
"2","24","","","","13.9","1906","1868-1970",,"-31.7","1868","1868-1970",,"15.5","1915","1867-1970",,"15.5","1915","1867-1970",,"11.4","1923","1867-1970",,"","","-",
"2","25","","","","11.7","1930","1867-1970",,"-27.8","1959","1867-1970",,"28.4","1868","1867-1970",,"17.8","1926","1867-1970",,"28.4","1868","1867-1970",,"","","-",
"2","26","","","","8.3","1902","1867-1970",,"-29.4","1900","1867-1970",,"22.1","1918","1867-1970",,"18.3","1918","1867-1970",,"20.3","1927","1867-1970",,"","","-",
"2","27","","","","8.9","1895","1867-1970",,"-33.9","1900","1867-1970",,"31.8","1910","1867-1970",,"31.8","1910","1867-1970",,"14.0","1958","1867-1970",,"","","-",
"2","28","","","","12.2","1954","1867-1970",,"-31.7","1879","1867-1970",,"31.5","1902","1867-1970",,"31.5","1902","1867-1970",,"16.0","1948","1867-1970",,"","","-",
"2","29","","","","6.1","1968","1868-1968",,"-23.3","1908","1868-1968",,"10.2","1904","1868-1968",,"0.0","1868","1868-1968",,"10.2","1904","1868-1968",,"","","-",
"3","1","","","","11.7","1954","1867-1970",,"-28.9","1869","1867-1970",,"25.4","1900","1867-1970",,"20.3","1882","1867-1970",,"25.4","1900","1867-1970",,"","","-",
"3","2","","","","10.6","1882","1867-1970",,"-30.6","1868","1867-1970",,"17.3","1947","1867-1970",,"6.4","1877","1867-1970",,"17.3","1947","1867-1970",,"","","-",
"3","3","","","","8.9","1874","1868-1970",,"-28.9","1884","1868-1970",,"25.4","1904","1867-1970",,"17.8","1904","1867-1970",,"17.8","1941","1867-1970",,"","","-",
"3","4","","","","8.9","1882","1867-1970",,"-31.1","1950","1867-1970",,"45.7","1881","1867-1970",,"15.0","1934","1867-1970",,"45.7","1881","1867-1970",,"","","-",
"3","5","","","","12.8","1894","1867-1970",,"-28.3","1872","1867-1970",,"19.3","1899","1867-1970",,"19.3","1899","1867-1970",,"15.2","1917","1867-1970",,"","","-",
"3","6","","","","12.2","1878","1867-1970",,"-27.8","1948","1867-1970",,"24.9","1880","1867-1970",,"24.9","1880","1867-1970",,"10.2","1908","1867-1970",,"","","-",
"3","7","","","","11.7","1878","1867-1970",,"-24.4","1905","1867-1970",,"25.7","1868","1867-1970",,"25.7","1868","1867-1970",,"12.7","1932","1867-1970",,"","","-",
"3","8","","","","17.2","1921","1867-1970",,"-23.9","1883","1867-1970",,"43.2","1931","1867-1970",,"13.0","1946","1867-1970",,"43.2","1931","1867-1970",,"","","-",
"3","9","","","","14.4","1921","1867-1970",,"-26.7","1923","1867-1970",,"50.8","1882","1867-1970",,"50.8","1882","1867-1970",,"30.5","1919","1867-1970",,"","","-",
"3","10","","","","13.9","1967","1868-1970",,"-22.2","1944","1868-1970",,"27.9","1916","1867-1970",,"17.8","1909","1867-1970",,"27.9","1916","1867-1970",,"","","-",
"3","11","","","","15.6","1927","1867-1970",,"-24.4","1895","1867-1970",,"35.3","1936","1867-1970",,"35.3","1936","1867-1970",,"13.0","1869","1867-1970",,"","","-",
"3","12","","","","13.9","1927","1867-1970",,"-24.4","1900","1867-1970",,"20.1","1936","1867-1970",,"13.5","1902","1867-1970",,"19.1","1936","1867-1970",,"","","-",
"3","13","","","","11.1","1938","1867-1970",,"-25.6","1885","1867-1970",,"23.4","1871","1867-1970",,"23.4","1871","1867-1970",,"12.7","1936","1867-1970",,"","","-",
"3","14","","","","17.2","1913","1867-1970",,"-23.9","1905","1867-1970",,"22.9","1918","1867-1970",,"21.1","1929","1867-1970",,"13.0","1870","1867-1970",,"","","-",
"3","15","","","","13.9","1945","1867-1970",,"-24.4","1895","1867-1970",,"47.0","1908","1867-1970",,"47.0","1908","1867-1970",,"40.6","1912","1867-1970",,"","","-",
"3","16","","","","14.4","1945","1867-1970",,"-22.2","1869","1867-1970",,"39.4","1942","1867-1970",,"39.4","1942","1867-1970",,"11.4","1880","1867-1970",,"","","-",
"3","17","","","","17.8","1927","1868-1970",,"-25.6","1869","1868-1970",,"40.1","1870","1867-1970",,"16.8","1945","1867-1970",,"40.1","1870","1867-1970",,"","","-",
"3","18","","","","18.9","1894","1867-1970",,"-27.8","1916","1867-1970",,"19.3","1919","1867-1970",,"19.3","1919","1867-1970",,"17.8","1883","1867-1970",,"","","-",
"3","19","","","","21.7","1903","1867-1970",,"-20.6","1939","1867-1970",,"28.2","1921","1867-1970",,"28.2","1921","1867-1970",,"27.9","1883","1867-1970",,"","","-",
"3","20","","","","22.2","1903","1867-1970",,"-24.4","1914","1867-1970",,"45.0","1881","1867-1970",,"45.0","1881","1867-1970",,"15.2","1891","1867-1970",,"","","-",
"3","21","","","","17.2","1903","1867-1970",,"-22.2","1885","1867-1970",,"21.1","1886","1867-1970",,"21.1","1886","1867-1970",,"20.3","1873","1867-1970",,"","","-",
"3","22","","","","24.4","1938","1867-1970",,"-25.0","1869","1867-1970",,"14.7","1892","1867-1970",,"14.7","1892","1867-1970",,"10.2","1879","1867-1970",,"","","-",
"3","23","","","","18.3","1938","1867-1970",,"-24.4","1906","1867-1970",,"22.9","1891","1867-1970",,"22.9","1891","1867-1970",,"7.4","1871","1867-1970",,"","","-",
"3","24","","","","20.0","1910","1868-1970",,"-22.8","1906","1868-1970",,"21.8","1913","1867-1970",,"21.8","1913","1867-1970",,"12.7","1897","1867-1970",,"","","-",
"3","25","","","","20.0","1910","1867-1970",,"-21.7","1960","1867-1970",,"14.5","1913","1867-1970",,"14.5","1913","1867-1970",,"10.2","1909","1867-1970",,"","","-",
"3","26","","","","22.8","1945","1867-1970",,"-24.4","1960","1867-1970",,"24.9","1901","1867-1970",,"24.9","1901","1867-1970",,"16.5","1873","1867-1970",,"","","-",
"3","27","","","","21.1","1945","1867-1970",,"-21.1","1923","1867-1970",,"29.7","1906","1867-1970",,"27.9","1911","1867-1970",,"15.5","1873","1867-1970",,"","","-",
"3","28","","","","25.0","1946","1867-1970",,"-22.8","1923","1867-1970",,"57.9","1870","1867-1970",,"16.5","1878","1867-1970",,"55.9","1870","1867-1970",,"","","-",
"3","29","","","","24.4","1946","1867-1970",,"-23.3","1923","1867-1970",,"31.5","1902","1867-1970",,"31.5","1902","1867-1970",,"10.2","1877","1867-1970",,"","","-",
"3","30","","","","21.7","1910","1867-1970",,"-16.1","1887","1867-1970",,"19.8","1939","1867-1970",,"17.3","1951","1867-1970",,"13.0","1939","1867-1970",,"","","-",
"3","31","","","","18.9","1938","1868-1970",,"-20.6","1887","1868-1970",,"27.9","1886","1867-1970",,"27.9","1886","1867-1970",,"15.2","1926","1867-1970",,"","","-",
"4","1","","","","17.2","1945","1867-1970",,"-20.0","1923","1867-1970",,"23.4","1872","1867-1970",,"18.8","1904","1867-1970",,"23.4","1872","1867-1970",,"","","-",
"4","2","","","","16.1","1946","1866-1970",,"-15.0","1883","1866-1970",,"22.4","1917","1866-1970",,"22.4","1917","1866-1970",,"14.0","1964","1866-1970",,"","","-",
"4","3","","","","18.3","1910","1866-1970",,"-15.0","1954","1866-1970",,"22.9","1913","1866-1970",,"19.1","1913","1866-1970",,"17.8","1926","1866-1970",,"","","-",
"4","4","","","","21.7","1921","1866-1970",,"-17.2","1954","1866-1970",,"18.5","1928","1866-1970",,"18.5","1928","1866-1970",,"7.6","1885","1866-1970",,"","","-",
"4","5","","","","26.1","1921","1866-1970",,"-12.2","1908","1866-1970",,"36.1","1867","1866-1970",,"27.2","1867","1866-1970",,"8.9","1867","1866-1970",,"","","-",
"4","6","","","","25.0","1921","1866-1970",,"-13.9","1868","1866-1970",,"31.8","1929","1866-1970",,"31.8","1929","1866-1970",,"12.7","1917","1866-1970",,"","","-",
"4","7","","","","24.4","1871","1866-1970",,"-10.0","1943","1866-1970",,"22.9","1886","1866-1970",,"19.1","1912","1866-1970",,"22.9","1886","1866-1970",,"","","-",
"4","8","","","","26.7","1871","1867-1970",,"-10.0","1868","1867-1970",,"19.3","1940","1867-1970",,"19.3","1940","1867-1970",,"16.5","1938","1867-1970",,"","","-",
"4","9","","","","20.6","1945","1866-1970",,"-11.1","1868","1866-1970",,"20.3","1906","1866-1970",,"20.3","1906","1866-1970",,"10.2","1909","1866-1970",,"","","-",
"4","10","","","","24.4","1945","1866-1970",,"-11.7","1909","1866-1970",,"19.8","1873","1866-1970",,"19.8","1873","1866-1970",,"15.0","1939","1866-1970",,"","","-",
"4","11","","","","23.9","1945","1866-1970",,"-12.2","1909","1866-1970",,"36.8","1922","1866-1970",,"36.8","1922","1866-1970",,"10.2","1879","1866-1970",,"","","-",
"4","12","","","","25.6","1945","1866-1970",,"-11.1","1926","1866-1970",,"26.4","1951","1866-1970",,"26.4","1951","1866-1970",,"11.4","1943","1866-1970",,"","","-",
"4","13","","","","25.0","1968","1866-1970",,"-12.8","1940","1866-1970",,"20.3","1909","1866-1970",,"20.3","1909","1866-1970",,"10.2","1925","1866-1970",,"","","-",
"4","14","","","","25.0","1941","1866-1970",,"-9.4","1940","1866-1970",,"31.8","1916","1866-1970",,"31.8","1916","1866-1970",,"7.6","1893","1866-1970",,"","","-",
"4","15","","","","23.3","1941","1867-1970",,"-11.7","1926","1867-1970",,"21.1","1922","1867-1970",,"20.6","1922","1867-1970",,"5.1","1893","1867-1970",,"","","-",
"4","16","","","","25.6","1896","1866-1970",,"-7.8","1943","1866-1970",,"18.0","1919","1866-1970",,"18.0","1919","1866-1970",,"15.2","1947","1866-1970",,"","","-",
"4","17","","","","27.8","1896","1866-1970",,"-6.7","1947","1866-1970",,"27.9","1922","1866-1970",,"27.9","1922","1866-1970",,"6.4","1921","1866-1970",,"","","-",
"4","18","","","","25.6","1927","1866-1970",,"-10.6","1926","1866-1970",,"49.0","1870","1866-1970",,"49.0","1870","1866-1970",,"3.8","1923","1866-1970",,"","","-",
"4","19","","","","24.4","1927","1866-1970",,"-10.0","1887","1866-1970",,"22.9","1925","1866-1970",,"21.6","1948","1866-1970",,"22.9","1925","1866-1970",,"","","-",
"4","20","","","","25.6","1941","1866-1970",,"-8.9","1897","1866-1970",,"65.3","1893","1866-1970",,"57.7","1893","1866-1970",,"10.2","1901","1866-1970",,"","","-",
"4","21","","","","26.7","1923","1866-1970",,"-7.8","1925","1866-1970",,"21.8","1937","1866-1970",,"21.8","1937","1866-1970",,"8.9","1905","1866-1970",,"","","-",
"4","22","","","","26.7","1886","1867-1970",,"-6.7","1872","1867-1970",,"22.9","1952","1867-1970",,"22.9","1952","1867-1970",,"2.5","1924","1867-1970",,"","","-",
"4","23","","","","28.3","1885","1866-1970",,"-7.2","1872","1866-1970",,"25.1","1960","1866-1970",,"25.1","1960","1866-1970",,"20.1","1868","1866-1970",,"","","-",
"4","24","","","","27.2","1913","1866-1970",,"-9.4","1892","1866-1970",,"26.7","1910","1866-1970",,"26.7","1910","1866-1970",,"7.4","1872","1866-1970",,"","","-",
