"Station Name","TORONTO"
"8","29","23.8","16.1","33.0","35.0","1953","1840-2002",,"5.5","1982","1840-2002",,"35.8","1893","1840-2002",,"35.8","1893","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"8","30","23.7","15.9","33.0","36.1","1953","1840-2002",,"5.6","1912","1840-2002",,"60.7","1970","1840-2002",,"60.7","1970","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"8","31","23.5","15.8","33.0","35.0","1932","1840-2002",,"4.4","1915","1840-2002",,"55.6","1901","1840-2002",,"55.6","1901","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","1","23.4","15.7","37.0","33.9","1953","1840-2002",,"5.6","1856","1840-2002",,"44.7","1899","1840-2002",,"44.7","1899","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","2","23.2","15.5","37.0","37.8","1953","1840-2002",,"3.3","1885","1840-2002",,"43.9","1930","1840-2002",,"43.9","1930","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","3","23.1","15.4","37.0","34.4","1929","1841-2002",,"3.9","1862","1841-2002",,"36.0","1981","1840-2002",,"36.0","1981","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","4","22.9","15.2","37.0","33.9","1953","1841-2002",,"3.9","1883","1841-2002",,"28.6","1981","1841-2002",,"28.6","1981","1841-2002",,"0.0","1841","1841-2002",,"0","1955","1955-2002",
"9","5","22.8","15.1","37.0","34.4","1854","1841-2002",,"5.0","1902","1841-2002",,"37.8","1910","1841-2002",,"37.8","1910","1841-2002",,"0.0","1841","1841-2002",,"0","1955","1955-2002",
"9","6","22.6","14.9","37.0","33.9","1854","1840-2002",,"5.0","1883","1840-2002",,"50.5","1853","1840-2002",,"50.5","1853","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","7","22.4","14.7","37.0","32.2","1881","1840-2002",,"4.4","1848","1840-2002",,"76.6","1996","1840-2002",,"76.6","1996","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","8","22.3","14.6","37.0","35.0","1919","1840-2002",,"3.9","1883","1840-2002",,"43.4","1854","1840-2002",,"43.4","1854","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","9","22.1","14.4","37.0","33.9","1959","1840-2002",,"1.7","1883","1840-2002",,"67.3","1847","1840-2002",,"67.3","1847","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","10","21.9","14.3","37.0","35.0","1931","1840-2002",,"1.1","1883","1840-2002",,"82.0","1986","1840-2002",,"82.0","1986","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","11","21.7","14.1","37.0","35.6","1931","1840-2002",,"2.2","1853","1840-2002",,"29.5","1890","1840-2002",,"29.5","1890","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","12","21.5","13.9","37.0","32.8","1931","1840-2002",,"1.7","1850","1840-2002",,"36.8","1915","1840-2002",,"36.8","1915","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","13","21.3","13.8","37.0","32.8","1931","1840-2002",,"2.2","1852","1840-2002",,"78.5","1878","1840-2002",,"78.5","1878","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","14","21.1","13.6","37.0","32.8","1865","1840-2002",,"1.1","1911","1840-2002",,"87.9","1843","1840-2002",,"87.9","1843","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","15","21.0","13.4","37.0","32.3","1991","1840-2002",,"1.1","1873","1840-2002",,"58.2","1870","1840-2002",,"58.2","1870","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","16","20.8","13.2","37.0","33.3","1939","1840-2002",,"1.1","1845","1840-2002",,"60.5","1888","1840-2002",,"60.5","1888","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","17","20.5","13.0","37.0","32.2","1948","1840-2002",,"2.2","1873","1840-2002",,"64.5","1855","1840-2002",,"64.5","1855","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","18","20.3","12.8","37.0","31.1","1882","1840-2002",,"2.2","1855","1840-2002",,"52.6","1945","1840-2002",,"52.6","1945","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","19","20.1","12.7","37.0","31.7","1955","1840-2002",,"1.7","1842","1840-2002",,"31.6","2001","1840-2002",,"31.6","2001","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","20","19.9","12.5","37.0","31.1","1895","1840-2002",,"2.2","1863","1840-2002",,"29.5","1852","1840-2002",,"29.5","1852","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","21","19.7","12.3","37.0","31.7","1895","1840-2002",,"-1.1","1840","1840-2002",,"33.0","1967","1840-2002",,"33.0","1967","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","22","19.5","12.1","37.0","31.1","1931","1840-2002",,"-2.2","1842","1840-2002",,"47.4","1989","1840-2002",,"47.4","1989","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","23","19.3","11.9","37.0","30.6","1936","1840-2002",,"-1.7","1896","1840-2002",,"29.2","1931","1840-2002",,"29.2","1931","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","24","19.0","11.7","37.0","28.3","1920","1840-2002",,"0.0","1851","1840-2002",,"59.9","1977","1840-2002",,"59.9","1977","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","25","18.8","11.5","37.0","31.1","1891","1840-2002",,"1.1","1879","1840-2002",,"48.5","1866","1840-2002",,"48.5","1866","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","26","18.6","11.3","37.0","30.0","1900","1840-2002",,"-1.1","1848","1840-2002",,"31.8","1880","1840-2002",,"31.8","1880","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","27","18.3","11.1","37.0","28.3","1920","1840-2002",,"-2.2","1844","1840-2002",,"47.2","1861","1840-2002",,"47.2","1861","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","28","18.1","10.9","37.0","28.9","1959","1840-2002",,"-1.1","1850","1840-2002",,"36.6","1967","1840-2002",,"36.6","1967","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","29","17.8","10.6","37.0","27.2","1905","1840-2002",,"-1.1","1850","1840-2002",,"52.4","1999","1840-2002",,"52.4","1999","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"9","30","17.6","10.4","37.0","28.3","1905","1840-2002",,"-1.7","1860","1840-2002",,"31.8","1840","1840-2002",,"31.8","1840","1840-2002",,"0.0","1840","1840-2002",,"0","1955","1955-2002",
"10","1","17.3","10.2","38.0","29.0","2002","1840-2002",,"-0.6","1867","1840-2002",,"32.3","1915","1840-2006",,"32.3","1915","1840-2006",,"0.8","1920","1840-2006",,"0","1955","1955-2006",
"10","2","17.1","10.0","38.0","26.7","1971","1840-2002",,"-2.8","1899","1840-2002",,"17.3","1905","1840-2005",,"17.3","1905","1840-2005",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","3","16.8","9.8","38.0","27.2","1891","1840-2002",,"-2.2","1899","1840-2002",,"52.1","1890","1840-2005",,"52.1","1890","1840-2005",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","4","16.6","9.6","38.0","27.8","1884","1840-2002",,"-1.1","1854","1840-2002",,"27.2","1867","1840-2005",,"27.2","1867","1840-2005",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","5","16.4","9.4","38.0","28.3","1922","1840-2002",,"-2.2","1881","1840-2002",,"57.2","1995","1840-2006",,"57.2","1995","1840-2006",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","6","16.1","9.2","38.0","28.9","1900","1840-2002",,"-3.3","1853","1840-2002",,"33.3","1875","1840-2006",,"33.3","1875","1840-2006",,"0.5","1889","1840-2006",,"0","1955","1955-2006",
"10","7","15.9","9.0","38.0","30.0","1963","1840-2002",,"-2.8","1935","1840-2002",,"80.3","1849","1840-2006",,"80.3","1849","1840-2006",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","8","15.6","8.8","38.0","29.4","1916","1840-2002",,"-2.2","1844","1840-2002",,"28.4","1977","1840-2006",,"28.4","1977","1840-2006",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","9","15.4","8.6","38.0","26.1","1920","1840-2002",,"-2.8","1876","1840-2002",,"42.2","1950","1840-2006",,"42.2","1950","1840-2006",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","10","15.2","8.4","38.0","26.7","1919","1840-2002",,"-2.8","1925","1840-2002",,"24.6","1921","1840-2005",,"24.6","1921","1840-2005",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","11","14.9","8.2","38.0","27.8","1938","1840-2002",,"-5.0","1855","1840-2002",,"33.8","1950","1840-2004",,"33.8","1950","1840-2004",,"2.0","1906","1840-2006",,"0","1955","1955-2006",
"10","12","14.7","8.0","38.0","28.9","1928","1840-2002",,"-3.9","1876","1840-2002",,"26.7","1927","1840-2006",,"26.7","1927","1840-2006",,"0.8","1932","1840-2006",,"0","1955","1955-2006",
"10","13","14.5","7.8","38.0","24.2","1995","1840-2002",,"-4.4","1852","1840-2002",,"49.0","1885","1840-2004",,"49.0","1885","1840-2004",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","14","14.2","7.6","38.0","26.1","1935","1840-2002",,"-3.9","1876","1840-2002",,"32.0","1893","1840-2005",,"32.0","1893","1840-2005",,"0.3","1876","1840-2006",,"0","1955","1955-2006",
"10","15","14.0","7.4","38.0","28.9","1897","1840-2002",,"-5.0","1876","1840-2002",,"86.9","1954","1840-2006",,"86.9","1954","1840-2006",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","16","13.8","7.2","38.0","26.7","1897","1840-2002",,"-3.9","1855","1840-2002",,"17.0","1943","1840-2006",,"17.0","1943","1840-2006",,"0.0","1840","1840-2006",,"0","1955","1955-2006",
"10","17","13.5","7.1","38.0","26.1","1938","1840-2002",,"-3.3","1886","1840-2002",,"54.6","1842","1840-2006",,"54.6","1842","1840-2006",,"8.4","1875","1840-2006",,"0","1955","1955-2006",
"10","18","13.3","6.9","38.0","25.6","1908","1840-2002",,"-5.0","1846","1840-2002",,"29.7","1937","1840-2006",,"29.7","1937","1840-2006",,"0.3","1926","1840-2006",,"0","1955","1955-2006",
"10","19","13.1","6.7","38.0","23.9","1939","1840-2002",,"-3.9","1874","1840-2002",,"54.9","1906","1840-2006",,"54.9","1906","1840-2006",,"2.0","1952","1840-2006",,"0","1955","1955-2006",
"10","20","12.9","6.5","38.0","24.4","1947","1840-2002",,"-3.9","1872","1840-2002",,"21.4","1995","1840-2006",,"21.4","1995","1840-2006",,"0.5","1888","1840-2006",,"0","1955","1955-2006",
"10","21","12.7","6.4","38.0","27.2","1920","1840-2002",,"-6.1","1845","1840-2002",,"37.1","1965","1840-2006",,"37.1","1965","1840-2006",,"12.2","1969","1840-2006",,"13","1969","1955-2006",
"10","22","12.4","6.2","38.0","23.9","1920","1840-2002",,"-6.7","1845","1840-2002",,"39.9","1929","1840-2006",,"39.9","1929","1840-2006",,"1.3","1880","1840-2006",,"3","1969","1955-2006",
"10","23","12.2","6.0","38.0","22.8","1901","1840-2002",,"-6.1","1845","1840-2002",,"46.7","1957","1840-2006",,"46.7","1957","1840-2006",,"5.6","1880","1840-2006",,"0","1955","1955-2006",
"10","24","12.0","5.9","38.0","22.2","1963","1840-2002",,"-6.1","1841","1840-2002",,"22.4","1917","1840-2006",,"22.4","1917","1840-2006",,"0.3","1879","1840-2006",,"0","1955","1955-2006",
"10","25","11.8","5.7","38.0","22.2","1963","1840-2002",,"-6.1","1879","1840-2002",,"33.2","1980","1840-2006",,"33.2","1980","1840-2006",,"2.0","1962","1840-2006",,"0","1955","1955-2006",
"10","26","11.6","5.5","38.0","24.4","1964","1840-2002",,"-6.1","1887","1840-2002",,"32.8","1872","1840-2006",,"32.8","1872","1840-2006",,"5.1","1865","1840-2006",,"0","1955","1955-2006",
"10","27","11.4","5.4","38.0","21.7","1947","1840-2002",,"-7.2","1869","1840-2002",,"25.1","1920","1840-2006",,"25.1","1920","1840-2006",,"3.0","1911","1840-2006",,"0","1955","1955-2006",
"10","28","11.2","5.2","38.0","25.0","1927","1840-2002",,"-5.6","1891","1840-2002",,"43.9","1973","1840-2006",,"43.9","1973","1840-2006",,"9.4","1925","1840-2006",,"0","1955","1955-2006",
"10","29","10.9","5.1","38.0","22.2","1946","1840-2002",,"-5.6","1850","1840-2002",,"46.5","1852","1840-2006",,"46.5","1852","1840-2006",,"3.6","1895","1840-2006",,"0","1955","1955-2006",
"10","30","10.7","4.9","38.0","22.8","1950","1840-2002",,"-7.2","1887","1840-2002",,"24.6","1863","1840-2006",,"24.6","1863","1840-2006",,"4.1","1906","1840-2006",,"0","1955","1955-2006",
"10","31","10.5","4.8","38.0","22.8","1919","1840-2002",,"-8.9","1844","1840-2002",,"22.1","1868","1840-2006",,"22.1","1868","1840-2006",,"1.3","1875","1840-2006",,"0","1955","1955-2006",
"11","1","10.4","4.7","43.0","23.9","1950","1840-2002",,"-4.4","1844","1840-2002",,"39.9","1929","1847-2014",,"39.9","1929","1840-2014",,"4.6","1911","1847-2014",,"0","1955","1955-2014",
"11","2","10.2","4.5","43.0","21.1","1971","1840-2002",,"-5.0","1887","1840-2002",,"79.5","1861","1847-2014",,"79.5","1861","1840-2014",,"14.0","1951","1847-2014",,"0","1955","1955-2014",
"11","3","10.0","4.4","43.0","23.3","1961","1840-2002",,"-6.7","1875","1840-2002",,"41.2","1985","1847-2014",,"41.2","1985","1840-2014",,"6.9","1950","1847-2014",,"0","1955","1955-2014",
"11","4","9.7","4.2","43.0","20.6","1903","1840-2002",,"-9.4","1854","1840-2002",,"41.2","1985","1847-2014",,"41.2","1985","1840-2014",,"7.8","1983","1847-2014",,"1","1983","1955-2014",
"11","5","9.5","4.1","43.0","19.4","1863","1840-2002",,"-9.4","1854","1840-2002",,"24.4","1990","1847-2014",,"24.4","1990","1840-2014",,"6.4","1878","1847-2014",,"0","1955","1955-2014",
"11","6","9.3","3.9","43.0","18.9","1924","1840-2002",,"-8.3","1951","1840-2002",,"50.5","1951","1847-2014",,"43.4","1951","1840-2014",,"7.1","1886","1847-2014",,"0","1955","1955-2014",
"11","7","9.1","3.7","43.0","20.6","1938","1840-2002",,"-6.7","1930","1840-2002",,"60.2","1977","1847-2014",,"60.2","1977","1840-2014",,"16.8","1953","1847-2014",,"0","1955","1955-2014",
"11","8","8.9","3.6","43.0","21.1","1975","1840-2002",,"-6.1","1976","1840-2002",,"34.5","1877","1847-2014",,"36.8","1846","1840-2014",,"2.0","1921","1847-2014",,"0","1955","1955-2014",
"11","9","8.7","3.4","43.0","22.5","1999","1840-2002",,"-8.3","1850","1840-2002",,"43.4","1913","1847-2014",,"41.7","1913","1840-2014",,"14.2","1921","1847-2014",,"3","1961","1955-2014",
"11","10","8.5","3.2","43.0","17.8","1931","1840-2002",,"-8.9","1848","1840-2002",,"64.3","1962","1847-2014",,"64.3","1962","1840-2014",,"14.0","1898","1847-2014",,"0","1955","1955-2014",
"11","11","8.3","3.1","43.0","17.8","1882","1840-2002",,"-7.2","1898","1840-2002",,"44.7","1940","1847-2014",,"44.7","1940","1840-2014",,"12.2","1933","1847-2014",,"0","1955","1955-2014",
"11","12","8.1","2.9","43.0","18.3","1902","1840-2002",,"-8.3","1894","1840-2002",,"31.2","1881","1847-2014",,"31.2","1881","1840-2014",,"5.1","1959","1847-2014",,"3","1983","1955-2014",
"11","13","7.9","2.7","43.0","16.1","1964","1840-2002",,"-10.0","1873","1840-2002",,"26.4","1925","1847-2014",,"26.4","1925","1840-2014",,"18.4","1997","1847-2014",,"5","1959","1955-2014",
"11","14","7.7","2.6","43.0","17.9","1994","1840-2002",,"-11.7","1873","1840-2002",,"59.2","1871","1847-2014",,"58.7","1871","1840-2014",,"8.9","1875","1847-2014",,"18","1997","1955-2014",
"11","15","7.5","2.4","43.0","18.3","1928","1840-2002",,"-13.9","1933","1840-2002",,"37.0","2006","1847-2014",,"37.0","2006","1840-2014",,"11.2","1881","1847-2014",,"19","1997","1955-2014",
"11","16","7.3","2.2","43.0","16.1","1931","1840-2002",,"-13.9","1933","1840-2002",,"43.2","1869","1847-2014",,"35.6","1869","1840-2014",,"15.2","1932","1847-2014",,"20","1997","1955-2014",
"11","17","7.1","2.0","43.0","17.2","1865","1840-2002",,"-9.4","1924","1840-2002",,"56.6","1868","1847-2014",,"56.6","1868","1840-2014",,"15.7","1920","1847-2014",,"16","1997","1955-2014",
"11","18","6.9","1.8","43.0","19.4","1958","1840-2002",,"-10.6","1924","1840-2002",,"37.3","1859","1847-2014",,"37.3","1859","1840-2014",,"5.1","1879","1847-2014",,"14","1997","1955-2014",
"11","19","6.7","1.6","43.0","18.9","1941","1840-2002",,"-12.8","1841","1840-2002",,"34.8","1948","1847-2014",,"34.8","1948","1840-2014",,"7.6","2008","1847-2014","","11","1997","1955-2014",
"11","20","6.5","1.5","43.0","17.8","1942","1840-2002",,"-12.8","1879","1840-2002",,"70.4","1851","1847-2014",,"70.4","1851","1840-2014",,"14.0","1986","1847-2014",,"9","1997","1955-2014",
"11","21","6.3","1.3","43.0","17.8","1931","1840-2002",,"-15.6","1879","1840-2002",,"31.5","1952","1847-2014",,"31.5","1952","1840-2014",,"6.6","1896","1847-2014",,"13","1986","1955-2014",
"11","22","6.1","1.1","43.0","17.8","1953","1840-2002",,"-15.6","1880","1840-2002",,"42.4","1909","1847-2014",,"41.4","1909","1840-2014",,"14.0","1869","1847-2014",,"11","1986","1955-2014",
"11","23","5.9","0.9","43.0","18.9","1931","1840-2002",,"-15.6","1880","1840-2002",,"21.3","1891","1847-2014",,"21.3","1891","1840-2014",,"6.4","1857","1847-2014",,"7","1986","1955-2014",
"11","24","5.7","0.7","43.0","17.2","1931","1840-2002",,"-19.4","1857","1840-2002",,"31.2","1950","1847-2014",,"28.2","1877","1840-2014",,"30.5","1950","1847-2014",,"4","2005","1955-2014",
"11","25","5.5","0.5","43.0","14.4","1908","1840-2002",,"-20.0","1857","1840-2002",,"33.4","1987","1847-2014",,"30.0","1895","1840-2014",,"11.9","1851","1847-2014",,"5","2003","1955-2014",
"11","26","5.3","0.3","43.0","17.8","1908","1840-2002",,"-15.6","1949","1840-2002",,"17.8","1926","1847-2014",,"17.8","1926","1840-2014",,"13.5","1940","1847-2014",,"4","2005","1955-2014",
"11","27","5.1","0.1","43.0","16.4","1990","1840-2002",,"-15.0","1936","1840-2002",,"54.0","1993","1847-2014",,"54.0","1993","1840-2014",,"24.1","1873","1847-2014",,"9","1978","1955-2014",
"11","28","4.9","-0.2","43.0","17.2","1984","1840-2002",,"-17.2","1873","1840-2002",,"25.9","1864","1847-2014",,"25.9","1864","1840-2014",,"17.8","1958","1847-2014",,"9","1978","1955-2014",
"11","29","4.7","-0.5","43.0","15.6","1864","1840-2002",,"-18.9","1875","1840-2002",,"33.7","2011","1847-2014","","33.7","2011","1840-2014","","12.7","1971","1847-2014",,"18","1958","1955-2014",
"11","30","4.5","-0.7","43.0","17.6","1991","1840-2002",,"-20.6","1875","1840-2002",,"34.3","1923","1847-2014",,"34.3","1923","1840-2014",,"17.3","1940","1847-2014",,"15","1958","1955-2014",
"12","1","4.3","-0.8","43.0","15.6","1922","1840-2002",,"-18.9","1875","1840-2002",,"27.9","1875","1847-2014",,"26.7","2006","1840-2014",,"27.9","1875","1847-2014",,"15","1958","1955-2014",
"12","2","4.1","-1.0","43.0","15.2","1998","1840-2002",,"-17.2","1930","1840-2002",,"32.5","1848","1847-2014",,"32.5","1848","1840-2014",,"14.7","1856","1847-2014",,"20","1979","1955-2014",
"12","3","3.9","-1.2","43.0","19.9","1982","1840-2002",,"-18.9","1940","1840-2002",,"38.6","1990","1847-2014",,"46.0","1841","1840-2014",,"27.9","1890","1847-2014",,"16","1979","1955-2014",
"12","4","3.7","-1.4","43.0","15.9","1998","1840-2002",,"-18.9","1935","1840-2002",,"19.6","1887","1847-2014",,"19.6","1887","1840-2014",,"15.2","1898","1847-2014",,"11","1979","1955-2014",
"12","5","3.5","-1.7","43.0","17.5","2001","1840-2002",,"-17.2","1886","1840-2002",,"49.5","1870","1847-2014",,"49.5","1870","1840-2014",,"25.4","1898","1847-2014",,"10","1976","1955-2014",
"12","6","3.3","-1.9","43.0","16.8","1998","1840-2002",,"-16.7","1926","1840-2002",,"31.8","1962","1847-2014",,"31.8","1962","1840-2014",,"9.4","1906","1847-2014",,"20","1977","1955-2014",
"12","7","3.1","-2.1","43.0","13.9","1951","1840-2002",,"-20.6","1885","1840-2002",,"20.0","2004","1847-2014",,"20.0","2004","1840-2014",,"7.6","1868","1847-2014",,"20","1977","1955-2014",
"12","8","3.0","-2.3","43.0","15.6","1966","1840-2002",,"-22.2","1906","1840-2002",,"28.7","1866","1847-2014",,"28.4","1866","1840-2014",,"24.6","1977","1847-2014",,"20","1977","1955-2014",
"12","9","2.8","-2.5","43.0","14.4","1946","1840-2002",,"-19.4","1876","1840-2002",,"28.7","1878","1847-2014",,"44.5","1841","1840-2014",,"10.2","1864","1847-2014",,"33","1977","1955-2014",
"12","10","2.6","-2.6","43.0","14.4","1971","1840-2002",,"-23.3","1876","1840-2002",,"30.7","1966","1847-2014",,"28.7","1966","1840-2014",,"22.0","1992","1847-2014",,"33","1977","1955-2014",
"12","11","2.5","-2.8","43.0","13.3","1979","1840-2002",,"-17.8","1917","1840-2002",,"48.3","1944","1847-2014",,"30.5","1899","1840-2014",,"48.3","1944","1847-2014",,"33","1977","1955-2014",
"12","12","2.3","-3.0","43.0","13.9","1949","1840-2002",,"-22.8","1867","1840-2002",,"41.7","1972","1847-2014",,"35.3","1972","1840-2014",,"14.5","1963","1847-2014",,"41","1977","1955-2014",
"12","13","2.1","-3.2","43.0","12.6","2001","1840-2002",,"-25.0","1867","1840-2002",,"27.9","1909","1847-2014",,"27.9","1909","1840-2014",,"17.8","1873","1847-2014",,"36","1977","1955-2014",
"12","14","2.0","-3.4","43.0","13.9","1901","1840-2002",,"-21.7","1860","1840-2002",,"31.5","1901","1847-2014",,"27.2","1897","1840-2014",,"28.5","2013","1847-2014","","33","2000","1955-2014",
"12","15","1.8","-3.6","43.0","11.7","1971","1840-2002",,"-22.2","1874","1840-2002",,"35.8","1869","1847-2014",,"35.8","1869","1840-2014",,"18.3","1972","1847-2014",,"32","2000","1955-2014",
"12","16","1.7","-3.8","43.0","15.0","1984","1840-2002",,"-19.4","1876","1840-2002",,"25.4","2007","1847-2014","","19.6","1996","1840-2014",,"25.0","2007","1847-2014","","30","2000","1955-2014",
"12","17","1.5","-3.9","43.0","9.4","1877","1840-2002",,"-22.8","1856","1840-2002",,"22.9","1921","1847-2014",,"22.9","1921","1840-2014",,"16.5","1876","1847-2014",,"35","2007","1955-2014",""
"12","18","1.4","-4.1","43.0","9.4","1921","1840-2002",,"-22.8","1856","1840-2002",,"18.0","1977","1847-2014",,"18.0","1977","1840-2014",,"18.0","1979","1847-2014",,"23","2007","1955-2014",""
"12","19","1.2","-4.3","43.0","12.8","1957","1840-2002",,"-25.0","1875","1840-2002",,"32.3","1860","1847-2014",,"32.3","1860","1840-2014",,"20.3","1973","1847-2014",,"22","2007","1955-2014",""
"12","20","1.1","-4.4","43.0","13.3","1957","1840-2002",,"-27.2","1942","1840-2002",,"21.3","1949","1847-2014",,"21.3","1949","1840-2014",,"14.5","1951","1847-2014",,"21","2008","1955-2014",""
"12","21","1.0","-4.6","43.0","13.3","1967","1840-2002",,"-29.4","1871","1840-2002",,"28.2","1905","1847-2014",,"28.2","1905","1840-2014",,"25.4","1864","1847-2014",,"29","2008","1955-2014",""
"12","22","0.8","-4.8","43.0","13.3","1949","1840-2002",,"-25.6","1872","1840-2002",,"21.5","1990","1847-2014",,"20.0","1990","1840-2014",,"18.0","2004","1847-2014",,"28","2008","1955-2014",""
"12","23","0.7","-4.9","43.0","13.3","1957","1840-2002",,"-23.3","1864","1840-2002",,"29.0","1907","1847-2014",,"22.2","1996","1840-2014",,"13.0","1913","1847-2014",,"26","2008","1955-2014",""
"12","24","0.6","-5.1","43.0","11.7","1932","1840-2002",,"-22.8","1840","1840-2002",,"35.0","1986","1847-2014",,"35.0","1986","1840-2014",,"17.8","1884","1847-2014",,"36","2008","1955-2014",""
"12","25","0.5","-5.2","43.0","16.7","1982","1840-2002",,"-26.1","1851","1840-2002",,"38.1","1872","1847-2014",,"31.5","1979","1840-2014",,"38.1","1872","1847-2014",,"24","2000","1955-2014",
"12","26","0.3","-5.4","43.0","8.9","1895","1840-2002",,"-22.2","1892","1840-2002",,"24.4","1875","1847-2014",,"21.8","1875","1840-2014",,"22.9","1933","1847-2014",,"23","2000","1955-2014",
"12","27","0.2","-5.5","43.0","11.7","1936","1840-2002",,"-25.6","1872","1840-2002",,"37.1","1942","1847-2014",,"37.1","1942","1840-2014",,"16.3","1938","1847-2014",,"23","1975","1955-2014",
"12","28","0.1","-5.7","43.0","16.2","1982","1840-2002",,"-23.3","1903","1840-2002",,"28.7","1968","1847-2014",,"13.2","1863","1840-2014",,"28.7","1968","1847-2014",,"33","1968","1955-2014",
"12","29","0.0","-5.8","43.0","15.5","1984","1840-2002",,"-30.0","1933","1840-2002",,"38.1","1855","1847-2014",,"34.0","1940","1840-2014",,"38.1","1855","1847-2014",,"23","1968","1955-2014",
"12","30","-0.1","-6.0","43.0","11.1","1936","1840-2002",,"-23.9","1917","1840-2002",,"31.8","1907","1847-2014",,"26.2","1936","1840-2014",,"16.5","1853","1847-2014",,"26","2000","1955-2014",
"12","31","-0.2","-6.1","43.0","16.1","1875","1840-2002",,"-22.2","1962","1840-2002",,"25.1","1906","1847-2014",,"25.1","1906","1840-2014",,"20.3","1852","1847-2014",,"32","2000","1955-2014",
